audio_file_name,zero_crossing_rate,energy,duration
classical1.wav,35019,33.268707275390625,29.976961451247167
marlene.wav,53817,52.84385299682617,29.976961451247167
hendrix.wav,62196,75.52635955810547,29.976961451247167
beatles.wav,23928,84.27090454101562,29.976961451247167
birdland.wav,77597,111.84164428710938,29.976961451247167
bigband.wav,84832,46.836524963378906,29.976961451247167
rock.wav,99739,51.00017547607422,29.976961451247167
blues.wav,48717,21.67502212524414,29.976961451247167
chaka.wav,70596,129.56329345703125,29.976961451247167
duke.wav,41366,64.9655990600586,29.976961451247167
moanin.wav,28777,45.28367233276367,29.976961451247167
loreena.wav,58421,65.14386749267578,29.976961451247167
copland.wav,66816,80.99605560302734,29.976961451247167
russo.wav,39983,68.98444366455078,29.976961451247167
bagpipe.wav,126961,51.63980484008789,29.976961451247167
tony.wav,58285,67.22075653076172,29.976961451247167
glass.wav,61242,71.1566162109375,29.976961451247167
guitar.wav,20191,33.95155334472656,29.976961451247167
narch.wav,39323,74.49569702148438,29.976961451247167
georose.wav,47689,47.038421630859375,29.976961451247167
mingus.wav,43083,117.16915130615234,29.976961451247167
brahms.wav,40438,106.81725311279297,29.976961451247167
deedee.wav,44839,77.64221954345703,29.976961451247167
canonaki.wav,76312,119.5315933227539,29.976961451247167
ballad.wav,26364,24.155385971069336,29.976961451247167
debussy.wav,47320,57.521034240722656,29.976961451247167
pop.wav,47163,93.16922760009766,29.976961451247167
corea.wav,23954,55.946800231933594,29.976961451247167
opera.wav,54182,87.68840026855469,29.976961451247167
winds.wav,48190,64.31001281738281,29.976961451247167
